Model,Mileage,City,Year,Dealer,Price
Maverick,New,Riverside,2023,Raceway Ford,"$38,775"
Mustang,"70,431 Miles",Orange,2016,Auto Republic Orange,"$28,741"
F-150,New,Riverside,2023,Raceway Ford,"$66,265"
F-450 Super Duty,"124,027 Miles",Moreno Valley,2012,Americar Auto Finance,"$19,495"
Fusion Hybrid,"59,512 Miles",Anaheim,2020,Anaheim Hyundai,"$19,800"
Mustang,"124,788 Miles",Bellflower,2010,Petra Auto Sales,"$10,525"
Mustang Mach-E,New,Riverside,2023,Raceway Ford,"$52,795"
F-350 Super Duty,"107,296 Miles",Stanton,2002,Premium Finance,"$23,950"
Edge,"123,198 Miles",Los Angeles,2014,Yans Auto Group,"$11,458"
F-150,New,Riverside,2023,Raceway Ford,"$38,900"
Escape,"127,958 Miles",Hawaiian Gardens,2008,Luxe Motors,"$6,598"
Explorer,New,Riverside,2023,Raceway Ford,"$61,825"
Fusion,"80,158 Miles",Upland,2017,123CarBuying.Com,"$14,999"
F-150,"27,400 Miles",Riverside,2020,Raceway Ford,"$37,075"
Focus,"87,500 Miles",Corona,2014,GT AUTO GROUP,"$8,800"
Explorer,"105,148 Miles",Bell,2016,Advantage Auto Sales,"$21,995"
Escape,New,Los Angeles,2022,Ford Of Downtown LA,"$27,490"
Ranger,"38,874 Miles",Montclair,2020,Westcoast Auto Sales,"$29,588"
Explorer,"123,073 Miles",Bloomington,2019,Unique Auto Center,"$17,495"
F-150,"30,302 Miles",Montclair,2021,Westcoast Auto Sales,"$42,888"
Transit Connect,"156,027 Miles",Los Angeles,2016,Beverly Hills Unique Sports Cars,"$15,990"
Fiesta,"26,900 Miles",North Hollywood,2014,Brother's Motors LLC,"$10,000"
F-150,"80,160 Miles",Harbor City,2014,Jim's Auto Sales - Harbor City,"$24,995"
Mustang,"80,190 Miles",Panorama City,1970,Happy Auto Group,"$16,997"
Fusion,"37,523 Miles",Orange,2012,Auto Republic Orange,"$10,981"
Mustang,"19,690 Miles",Van Nuys,2021,Van Nuys Alfa Romeo Maserati,"$79,985"
Explorer,New,Riverside,2023,Raceway Ford,"$39,995"
Edge,"166,478 Miles",Perris,2009,Katana Motors,"$8,000"
F-250 Super Duty,"185,451 Miles",Glendale,1999,Concierge Auto Group,"$9,995"
Explorer,"19,615 Miles",Los Angeles,2020,Ford Of Downtown LA,"$32,459"
F-150,New,Riverside,2023,Raceway Ford,"$53,075"
Fusion,"64,788 Miles",Ontario,2011,Corona Motors,"$9,485"
F-350 Super Duty,"117,672 Miles",Ontario,2007,Corona Motors,"$25,685"
Fusion,"134,703 Miles",Ontario,2015,Empire Motors,"$9,500"
E-Series,"181,000 Miles",Los Angeles,2016,United Automotive Network,"$31,990"
Fusion,"93,899 Miles",Los Angeles,2015,South Bay Pre-Owned,"$12,995"
F-350,"63,412 Miles",Thousand Oaks,1996,Allen Motors,"$19,995"
F-150,New,Riverside,2023,Raceway Ford,"$61,875"
F-150,"101,379 Miles",Orange,2014,Auto Republic Orange,"$14,981"
